source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0022408,negative regulation of cell-cell adhesion,4.337437496900509e-22,True,"""Any process that stops, prevents or reduces the rate or extent of cell adhesion to another cell."" [GOC:isa_complete]",197,389,36,20972,0.09254498714652956,0.18274111675126903,query_1,"['GO:0007162', 'GO:0022407', 'GO:0098609']"
GO:CC,GO:0030139,endocytic vesicle,6.583881745624597e-22,True,"""A membrane-bounded intracellular vesicle formed by invagination of the plasma membrane around an extracellular substance. Endocytic vesicles fuse with early endosomes to deliver the cargo for further sorting."" [GOC:go_curators, PMID:19696797]",355,393,44,22155,0.11195928753180662,0.12394366197183099,query_1,['GO:0031410']
GO:BP,GO:0071222,cellular response to lipopolysaccharide,7.118498580450261e-22,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipopolysaccharide stimulus; lipopolysaccharide is a major component of the cell wall of gram-negative bacteria."" [GOC:mah]",214,389,37,20972,0.09511568123393316,0.17289719626168223,query_1,"['GO:0032496', 'GO:0071219', 'GO:0071396', 'GO:1901701']"
REAC,REAC:R-HSA-6783783,Interleukin-10 signaling,7.437213372760268e-22,True,Interleukin-10 signaling,45,357,24,11056,0.06722689075630252,0.5333333333333333,query_1,['REAC:R-HSA-449147']
GO:BP,GO:0070372,regulation of ERK1 and ERK2 cascade,7.70498004591227e-22,True,"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade."" [GOC:add, ISBN:0121245462, ISBN:0896039986]",276,389,41,20972,0.10539845758354756,0.14855072463768115,query_1,"['GO:0043408', 'GO:0070371']"
GO:CC,GO:0030666,endocytic vesicle membrane,7.943783090954988e-22,True,"""The lipid bilayer surrounding an endocytic vesicle."" [GOC:mah]",205,393,35,22155,0.089058524173028,0.17073170731707318,query_1,"['GO:0030139', 'GO:0030659', 'GO:0098588']"
GO:BP,GO:0002690,positive regulation of leukocyte chemotaxis,1.2577785495029293e-21,True,"""Any process that activates or increases the frequency, rate, or extent of leukocyte chemotaxis."" [GOC:add]",94,389,27,20972,0.06940874035989718,0.2872340425531915,query_1,"['GO:0002687', 'GO:0002688', 'GO:0030595', 'GO:0050921']"
GO:BP,GO:0051128,regulation of cellular component organization,1.3747719630292831e-21,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]",2427,389,120,20972,0.30848329048843187,0.049443757725587144,query_1,"['GO:0016043', 'GO:0050794']"
REAC,REAC:R-HSA-1474244,Extracellular matrix organization,1.6918036431347013e-21,True,Extracellular matrix organization,298,357,52,11056,0.14565826330532214,0.174496644295302,query_1,['REAC:0000000']
GO:BP,GO:1901342,regulation of vasculature development,1.8931287811252122e-21,True,"""Any process that modulates the frequency, rate or extent of vasculature development."" [GOC:TermGenie]",299,389,42,20972,0.10796915167095116,0.14046822742474915,query_1,"['GO:0001944', 'GO:2000026']"
KEGG,KEGG:04612,Antigen processing and presentation,1.937127073821944e-21,True,Antigen processing and presentation,71,324,29,8716,0.08950617283950617,0.4084507042253521,query_1,['KEGG:00000']
GO:BP,GO:0043408,regulation of MAPK cascade,2.0507191975415263e-21,True,"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the MAP kinase (MAPK) cascade."" [GOC:go_curators]",638,389,59,20972,0.15167095115681234,0.09247648902821316,query_1,"['GO:0000165', 'GO:1902531']"
GO:BP,GO:0002228,natural killer cell mediated immunity,2.150122543659657e-21,True,"""The promotion of an immune response by natural killer cells through direct recognition of target cells or through the release of cytokines."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",86,389,26,20972,0.06683804627249357,0.3023255813953488,query_1,"['GO:0002449', 'GO:0045087']"
GO:BP,GO:0035295,tube development,2.8657882687134157e-21,True,"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]",1094,389,77,20972,0.19794344473007713,0.07038391224862889,query_1,"['GO:0007275', 'GO:0048856']"
GO:BP,GO:0043410,positive regulation of MAPK cascade,2.8662694253204678e-21,True,"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the MAPK cascade."" [GOC:go_curators]",450,389,50,20972,0.12853470437017994,0.1111111111111111,query_1,"['GO:0000165', 'GO:0043408', 'GO:1902533']"
GO:BP,GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,2.9224572809159763e-21,True,"""Any process that activates or increases the frequency, rate or extent of tumor necrosis factor superfamily cytokine production."" [GO_REF:0000058, GOC:TermGenie, PMID:24187568]",107,389,28,20972,0.07197943444730077,0.2616822429906542,query_1,"['GO:0001819', 'GO:0071706', 'GO:1903555']"
GO:BP,GO:0019882,antigen processing and presentation,3.0455009092524296e-21,True,"""The process in which an antigen-presenting cell expresses antigen (peptide or lipid) on its cell surface in association with an MHC protein complex."" [GO_REF:0000022, GOC:add, ISBN:0781735149, PMID:15771591, PMID:15928678]",118,389,29,20972,0.07455012853470437,0.2457627118644068,query_1,['GO:0002376']
GO:BP,GO:0043065,positive regulation of apoptotic process,3.0823642748929343e-21,True,"""Any process that activates or increases the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]",512,389,53,20972,0.13624678663239073,0.103515625,query_1,"['GO:0006915', 'GO:0042981', 'GO:0043068']"
WP,WP:WP5561,Integrative Analysis of Treg Glial Interactions ,3.183266615973965e-21,True,Integrative Analysis of Treg Glial Interactions ,112,329,35,8899,0.10638297872340426,0.3125,query_1,['WP:000000']
GO:BP,GO:0032609,type II interferon production,3.959759493995927e-21,True,"""The appearance of interferon-gamma due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. Interferon-gamma is also known as type II interferon."" [GOC:add, GOC:mah, PMID:15546383]",119,389,29,20972,0.07455012853470437,0.24369747899159663,query_1,['GO:0001816']
GO:BP,GO:0002688,regulation of leukocyte chemotaxis,3.959759493995927e-21,True,"""Any process that modulates the frequency, rate, or extent of leukocyte chemotaxis."" [GOC:add]",119,389,29,20972,0.07455012853470437,0.24369747899159663,query_1,"['GO:0002685', 'GO:0030595', 'GO:0050920']"
GO:BP,GO:1903038,negative regulation of leukocyte cell-cell adhesion,4.5376736475016906e-21,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]",143,389,31,20972,0.07969151670951156,0.21678321678321677,query_1,"['GO:0007159', 'GO:0022408', 'GO:1903037']"
GO:CC,GO:0070161,anchoring junction,5.966708850509895e-21,True,"""A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix."" [ISBN:0815332181]",911,393,67,22155,0.17048346055979643,0.07354555433589462,query_1,['GO:0030054']
GO:BP,GO:0002715,regulation of natural killer cell mediated immunity,6.5741970889551836e-21,True,"""Any process that modulates the frequency, rate, or extent of natural killer cell mediated immunity."" [GOC:add]",55,389,22,20972,0.056555269922879174,0.4,query_1,"['GO:0002228', 'GO:0002706', 'GO:0045088']"
GO:BP,GO:0042267,natural killer cell mediated cytotoxicity,6.768511649328959e-21,True,"""The directed killing of a target cell by a natural killer cell through the release of granules containing cytotoxic mediators or through the engagement of death receptors."" [GOC:add, GOC:pr]",80,389,25,20972,0.06426735218508997,0.3125,query_1,"['GO:0001909', 'GO:0002228']"
GO:BP,GO:0001818,negative regulation of cytokine production,1.0663057666565704e-20,True,"""Any process that stops, prevents, or reduces the rate of production of a cytokine."" [GOC:add, ISBN:0781735149]",295,389,41,20972,0.10539845758354756,0.13898305084745763,query_1,"['GO:0001816', 'GO:0001817', 'GO:0010629', 'GO:0051241']"
GO:BP,GO:0043068,positive regulation of programmed cell death,1.2125963891175508e-20,True,"""Any process that activates or increases the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]",527,389,53,20972,0.13624678663239073,0.10056925996204934,query_1,"['GO:0012501', 'GO:0043067', 'GO:0048522']"
GO:BP,GO:0042269,regulation of natural killer cell mediated cytotoxicity,1.222314540155921e-20,True,"""Any process that modulates the frequency, rate, or extent of natural killer cell mediated cytotoxicity."" [GOC:add, ISBN:0781735149]",49,389,21,20972,0.05398457583547558,0.42857142857142855,query_1,"['GO:0001910', 'GO:0002715', 'GO:0042267']"
GO:BP,GO:0045619,regulation of lymphocyte differentiation,1.661603803008679e-20,True,"""Any process that modulates the frequency, rate or extent of lymphocyte differentiation."" [GOC:go_curators]",218,389,36,20972,0.09254498714652956,0.1651376146788991,query_1,"['GO:0030098', 'GO:0051249', 'GO:1902105']"
GO:BP,GO:0032760,positive regulation of tumor necrosis factor production,1.904202078956875e-20,True,"""Any process that activates or increases the frequency, rate or extent of tumor necrosis factor production."" [GO_REF:0000058, GOC:TermGenie, PMID:10891884, PMID:15560120]",103,389,27,20972,0.06940874035989718,0.2621359223300971,query_1,"['GO:0032640', 'GO:0032680', 'GO:1903557']"
GO:BP,GO:0045088,regulation of innate immune response,2.0626414912627063e-20,True,"""Any process that modulates the frequency, rate or extent of the innate immune response, the organism's first line of defense against infection."" [GOC:ebc]",470,389,50,20972,0.12853470437017994,0.10638297872340426,query_1,"['GO:0002831', 'GO:0031347', 'GO:0032101', 'GO:0045087', 'GO:0050776']"
GO:MF,GO:0042277,peptide binding,2.41111202991867e-20,True,"""Binding to a peptide, an organic compound comprising two or more amino acids linked by peptide bonds."" [GOC:jl]",237,386,37,20208,0.09585492227979274,0.15611814345991562,query_1,['GO:0005488']
GO:BP,GO:0042113,B cell activation,3.0735211129207255e-20,True,"""The change in morphology and behavior of a mature or immature B cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]",286,389,40,20972,0.10282776349614396,0.13986013986013987,query_1,['GO:0046649']
GO:BP,GO:0000165,MAPK cascade,4.3506785149010204e-20,True,"""An intracellular protein kinase cascade containing at least a MAP kinase (MAPK). It starts with the activation of a MAP3K, and the consecutive activation of a MPK2K and a MAPK. The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier to transmit a signal within a cell."" [PMID:20811974, PMID:9561267]",749,389,62,20972,0.15938303341902313,0.08277703604806408,query_1,['GO:0141124']
GO:BP,GO:1990266,neutrophil migration,4.4166433585329193e-20,True,"""The movement of a neutrophil within or between different tissues and organs of the body."" [PMID:1826836]",106,389,27,20972,0.06940874035989718,0.25471698113207547,query_1,['GO:0097530']
GO:BP,GO:0032649,regulation of type II interferon production,5.585976275479781e-20,True,"""Any process that modulates the frequency, rate, or extent of interferon-gamma production. Interferon-gamma is also known as type II interferon."" [GOC:add, GOC:mah, PMID:15546383]",118,389,28,20972,0.07197943444730077,0.23728813559322035,query_1,"['GO:0001817', 'GO:0032609']"
GO:BP,GO:0007229,integrin-mediated signaling pathway,5.585976275479781e-20,True,"""The series of molecular signals initiated by an extracellular ligand binding to an integrin on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]",118,389,28,20972,0.07197943444730077,0.23728813559322035,query_1,['GO:0007166']
KEGG,KEGG:05144,Malaria,6.609428085523969e-20,True,Malaria,49,324,24,8716,0.07407407407407407,0.4897959183673469,query_1,['KEGG:00000']
GO:BP,GO:0002707,negative regulation of lymphocyte mediated immunity,1.01091486112351e-19,True,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of lymphocyte mediated immunity."" [GOC:add]",61,389,22,20972,0.056555269922879174,0.36065573770491804,query_1,"['GO:0002449', 'GO:0002704', 'GO:0002706']"
GO:BP,GO:0001914,regulation of T cell mediated cytotoxicity,1.030886508216606e-19,True,"""Any process that modulates the frequency, rate, or extent of T cell mediated cytotoxicity."" [GOC:add, ISBN:0781735149]",46,389,20,20972,0.05141388174807198,0.43478260869565216,query_1,"['GO:0001910', 'GO:0001913', 'GO:0002709']"
GO:BP,GO:0002711,positive regulation of T cell mediated immunity,1.252554318094611e-19,True,"""Any process that activates or increases the frequency, rate, or extent of T cell mediated immunity."" [GOC:add]",70,389,23,20972,0.05912596401028278,0.32857142857142857,query_1,"['GO:0002456', 'GO:0002708', 'GO:0002709', 'GO:0002824']"
GO:CC,GO:0005768,endosome,1.511389588807992e-19,True,"""A vacuole to which materials ingested by endocytosis are delivered."" [ISBN:0198506732, PMID:19696797]",1079,393,71,22155,0.1806615776081425,0.06580166821130677,query_1,"['GO:0012505', 'GO:0031410']"
GO:BP,GO:0045580,regulation of T cell differentiation,1.772168580170986e-19,True,"""Any process that modulates the frequency, rate or extent of T cell differentiation."" [GOC:go_curators]",188,389,33,20972,0.08483290488431877,0.17553191489361702,query_1,"['GO:0030217', 'GO:0045619', 'GO:0050863']"
GO:BP,GO:0002718,regulation of cytokine production involved in immune response,1.9150842726598662e-19,True,"""Any process that modulates the frequency, rate, or extent of cytokine production that contributes to an immune response."" [GOC:add]",123,389,28,20972,0.07197943444730077,0.22764227642276422,query_1,"['GO:0001817', 'GO:0002367', 'GO:0002700']"
GO:BP,GO:0002367,cytokine production involved in immune response,1.9150842726598662e-19,True,"""The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus contributing to an immune response, resulting in an increase in its intracellular or extracellular levels."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",123,389,28,20972,0.07197943444730077,0.22764227642276422,query_1,"['GO:0001816', 'GO:0002440', 'GO:0006955']"
GO:BP,GO:0070374,positive regulation of ERK1 and ERK2 cascade,2.1114514715008543e-19,True,"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade."" [GOC:mah]",189,389,33,20972,0.08483290488431877,0.1746031746031746,query_1,"['GO:0043410', 'GO:0070371', 'GO:0070372']"
GO:BP,GO:0002286,T cell activation involved in immune response,2.432386593229886e-19,True,"""The change in morphology and behavior of a mature or immature T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]",124,389,28,20972,0.07197943444730077,0.22580645161290322,query_1,"['GO:0002285', 'GO:0042110']"
GO:BP,GO:2001233,regulation of apoptotic signaling pathway,2.6101723484805287e-19,True,"""Any process that modulates the frequency, rate or extent of apoptotic signaling pathway."" [GOC:mtg_apoptosis]",376,389,44,20972,0.11311053984575835,0.11702127659574468,query_1,"['GO:0009966', 'GO:0042981', 'GO:0097190']"
GO:BP,GO:0002704,negative regulation of leukocyte mediated immunity,2.631924780957669e-19,True,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of leukocyte mediated immunity."" [GOC:add]",72,389,23,20972,0.05912596401028278,0.3194444444444444,query_1,"['GO:0002443', 'GO:0002698', 'GO:0002703']"
GO:BP,GO:0048731,system development,3.443242472950957e-19,True,"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]",4023,389,157,20972,0.40359897172236503,0.039025602783992044,query_1,"['GO:0007275', 'GO:0048856']"
HP,HP:0005368,Abnormality of humoral immunity,3.7749713363172495e-19,True,"An abnormality of the humoral immune system, which comprises antibodies produced by B cells as well as the complement system.",359,145,49,5200,0.33793103448275863,0.13649025069637882,query_1,['HP:0010978']
REAC,REAC:R-HSA-202733,Cell surface interactions at the vascular wall,5.203002566119926e-19,True,Cell surface interactions at the vascular wall,192,357,40,11056,0.11204481792717087,0.20833333333333334,query_1,['REAC:R-HSA-109582']
REAC,REAC:R-HSA-168249,Innate Immune System,6.013179235908818e-19,True,Innate Immune System,1102,357,98,11056,0.27450980392156865,0.08892921960072596,query_1,['REAC:R-HSA-168256']
GO:BP,GO:0042116,macrophage activation,6.480469330482094e-19,True,"""A change in morphology and behavior of a macrophage resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149, PMID:14506301]",105,389,26,20972,0.06683804627249357,0.24761904761904763,query_1,['GO:0002274']
REAC,REAC:R-HSA-216083,Integrin cell surface interactions,8.851552337966919e-19,True,Integrin cell surface interactions,84,357,28,11056,0.0784313725490196,0.3333333333333333,query_1,['REAC:R-HSA-1474244']
GO:BP,GO:0150076,neuroinflammatory response,1.5110787592066987e-18,True,"""The immediate defensive reaction by neural vertebrate tissue to infection or injury caused by chemical or physical agents."" [GOC:aruk, GOC:bc, PMID:10981966, PMID:11099416, PMID:18164423]",77,389,23,20972,0.05912596401028278,0.2987012987012987,query_1,['GO:0006954']
GO:CC,GO:0060205,cytoplasmic vesicle lumen,1.5689185068582429e-18,True,"""The volume enclosed by a cytoplasmic vesicle."" [GOC:dph, GOC:vesicles]",329,393,39,22155,0.09923664122137404,0.11854103343465046,query_1,"['GO:0031410', 'GO:0031983', 'GO:0070013']"
GO:CC,GO:0031983,vesicle lumen,1.7511525072153714e-18,True,"""The volume enclosed by the membrane or protein that forms a vesicle."" [GOC:mah, GOC:vesicles]",330,393,39,22155,0.09923664122137404,0.11818181818181818,query_1,"['GO:0031982', 'GO:0043233']"
HPA,HPA:0461442,Skin 1; fibrohistiocytic cells[≥Medium],1.7664368460121077e-18,True,Skin 1; fibrohistiocytic cells[≥Medium],698,285,66,11007,0.23157894736842105,0.09455587392550144,query_1,['HPA:0461441']
GO:MF,GO:0015026,coreceptor activity,2.549780015168786e-18,True,"""Combining with an extracellular or intracellular messenger, and in cooperation with a nearby primary receptor, initiating a change in cell activity."" [GOC:go_curators]",62,386,21,20208,0.054404145077720206,0.3387096774193548,query_1,['GO:0038023']
GO:BP,GO:0034113,heterotypic cell-cell adhesion,3.1112223794533187e-18,True,"""The attachment of a cell to a cell of a different type via adhesion molecules."" [GOC:add]",61,389,21,20972,0.05398457583547558,0.3442622950819672,query_1,['GO:0098609']
WP,WP:WP5284,Cell interactions in pancreatic cancer microenvironment,3.1143178464674723e-18,True,Cell interactions in pancreatic cancer microenvironment,26,329,18,8899,0.0547112462006079,0.6923076923076923,query_1,['WP:000000']
GO:BP,GO:0050764,regulation of phagocytosis,3.223244465168343e-18,True,"""Any process that modulates the frequency, rate or extent of phagocytosis, the process in which phagocytes engulf external particulate material."" [GOC:ai]",100,389,25,20972,0.06426735218508997,0.25,query_1,"['GO:0006909', 'GO:0030100']"
GO:BP,GO:0032635,interleukin-6 production,3.6298020720106334e-18,True,"""The appearance of interleukin-6 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]",149,389,29,20972,0.07455012853470437,0.19463087248322147,query_1,['GO:0001816']
GO:BP,GO:0032675,regulation of interleukin-6 production,3.6298020720106334e-18,True,"""Any process that modulates the frequency, rate, or extent of interleukin-6 production."" [GOC:mah]",149,389,29,20972,0.07455012853470437,0.19463087248322147,query_1,"['GO:0001817', 'GO:0032635']"
WP,WP:WP5078,T cell modulation and desmoplasia in pancreatic cancer,4.038452734841057e-18,True,T cell modulation and desmoplasia in pancreatic cancer,55,329,24,8899,0.0729483282674772,0.43636363636363634,query_1,['WP:000000']
WP,WP:WP5218,Extrafollicular and follicular B cell activation by SARS CoV 2,4.5100681571828155e-18,True,Extrafollicular and follicular B cell activation by SARS CoV 2,74,329,27,8899,0.08206686930091185,0.36486486486486486,query_1,['WP:000000']
GO:BP,GO:0001913,T cell mediated cytotoxicity,5.159808822603519e-18,True,"""The directed killing of a target cell by a T cell through the release of granules containing cytotoxic mediators or through the engagement of death receptors."" [GOC:add, GOC:pr, ISBN:0781735149, PMID:11911826]",54,389,20,20972,0.05141388174807198,0.37037037037037035,query_1,"['GO:0001909', 'GO:0002456']"
KEGG,KEGG:05168,Herpes simplex virus 1 infection,5.471692638122503e-18,True,Herpes simplex virus 1 infection,177,324,39,8716,0.12037037037037036,0.22033898305084745,query_1,['KEGG:00000']
GO:BP,GO:0045765,regulation of angiogenesis,5.590363373321677e-18,True,"""Any process that modulates the frequency, rate or extent of angiogenesis."" [GOC:go_curators]",292,389,38,20972,0.09768637532133675,0.13013698630136986,query_1,"['GO:0001525', 'GO:0022603', 'GO:1901342']"
GO:BP,GO:0042100,B cell proliferation,6.930795346819736e-18,True,"""The expansion of a B cell population by cell division. Follows B cell activation."" [GOC:jl]",92,389,24,20972,0.061696658097686374,0.2608695652173913,query_1,"['GO:0042113', 'GO:0046651']"
GO:BP,GO:0030593,neutrophil chemotaxis,7.568261455402047e-18,True,"""The directed movement of a neutrophil cell, the most numerous polymorphonuclear leukocyte found in the blood, in response to an external stimulus, usually an infection or wounding."" [GOC:jl, ISBN:0198506732]",82,389,23,20972,0.05912596401028278,0.2804878048780488,query_1,"['GO:0071621', 'GO:1990266']"
GO:BP,GO:1904018,positive regulation of vasculature development,8.261873768364897e-18,True,"""Any process that activates or increases the frequency, rate or extent of vasculature development."" [GO_REF:0000058, GOC:TermGenie, PMID:21472453]",167,389,30,20972,0.07712082262210797,0.17964071856287425,query_1,"['GO:0001944', 'GO:0051094', 'GO:0051240', 'GO:1901342']"
GO:MF,GO:0023026,MHC class II protein complex binding,8.555916315054471e-18,True,"""Binding to a class II major histocompatibility complex."" [GOC:mtg_signal, GOC:vw]",24,386,15,20208,0.038860103626943004,0.625,query_1,['GO:0023023']
GO:BP,GO:0048523,negative regulation of cellular process,9.52781313301127e-18,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",5510,389,188,20972,0.4832904884318766,0.03411978221415608,query_1,"['GO:0009987', 'GO:0048519', 'GO:0050794']"
HPA,HPA:0471442,Skin 2; fibrohistiocytic cells[≥Medium],1.500447517983855e-17,True,Skin 2; fibrohistiocytic cells[≥Medium],832,285,71,11007,0.24912280701754386,0.08533653846153846,query_1,['HPA:0471441']
GO:CC,GO:0098802,plasma membrane signaling receptor complex,1.8367845539923816e-17,True,"""Any protein complex that is part of the plasma membrane and which functions as a signaling receptor."" [GOC:dos]",313,393,37,22155,0.09414758269720101,0.1182108626198083,query_1,"['GO:0043235', 'GO:0098797']"
KEGG,KEGG:05142,Chagas disease,2.0916131955544646e-17,True,Chagas disease,102,324,30,8716,0.09259259259259259,0.29411764705882354,query_1,['KEGG:00000']
KEGG,KEGG:05416,Viral myocarditis,2.2110331039677867e-17,True,Viral myocarditis,66,324,25,8716,0.07716049382716049,0.3787878787878788,query_1,['KEGG:00000']
KEGG,KEGG:05140,Leishmaniasis,2.5451264452385437e-17,True,Leishmaniasis,73,324,26,8716,0.08024691358024691,0.3561643835616438,query_1,['KEGG:00000']
GO:BP,GO:0046634,regulation of alpha-beta T cell activation,2.561184201412287e-17,True,"""Any process that modulates the frequency, rate or extent of alpha-beta T cell activation."" [GOC:ai]",120,389,26,20972,0.06683804627249357,0.21666666666666667,query_1,"['GO:0046631', 'GO:0050863']"
REAC,REAC:R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,2.8527549144919074e-17,True,Interleukin-4 and Interleukin-13 signaling,111,357,30,11056,0.08403361344537816,0.2702702702702703,query_1,['REAC:R-HSA-449147']
GO:CC,GO:0070820,tertiary granule,2.90482651640966e-17,True,"""A secretory granule that contains cathepsin and gelatinase and is readily exocytosed upon cell activation; found primarily in mature neutrophil cells."" [GOC:BHF, GOC:mah, GOC:rl, PMID:12070036]",163,393,28,22155,0.07124681933842239,0.17177914110429449,query_1,['GO:0030141']
GO:BP,GO:0061900,glial cell activation,2.9082334518857015e-17,True,"""A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:aruk, GOC:bc, PMID:18723082]",50,389,19,20972,0.04884318766066838,0.38,query_1,"['GO:0001775', 'GO:0150076']"
GO:BP,GO:0071396,cellular response to lipid,2.914349663663151e-17,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:mah]",600,389,52,20972,0.13367609254498714,0.08666666666666667,query_1,"['GO:0033993', 'GO:0070887']"
GO:BP,GO:2001236,regulation of extrinsic apoptotic signaling pathway,2.94886957568838e-17,True,"""Any process that modulates the frequency, rate or extent of extrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]",160,389,29,20972,0.07455012853470437,0.18125,query_1,"['GO:0097191', 'GO:2001233']"
GO:BP,GO:0065008,regulation of biological quality,3.8535802575762125e-17,True,"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",2963,389,126,20972,0.32390745501285345,0.042524468444144446,query_1,['GO:0065007']
GO:BP,GO:0070664,negative regulation of leukocyte proliferation,4.6187325007706117e-17,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of leukocyte proliferation."" [GOC:add, GOC:mah]",99,389,24,20972,0.061696658097686374,0.24242424242424243,query_1,"['GO:0008285', 'GO:0070661', 'GO:0070663']"
GO:BP,GO:1901701,cellular response to oxygen-containing compound,4.8622871309879845e-17,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]",1194,389,74,20972,0.19023136246786632,0.06197654941373534,query_1,"['GO:0070887', 'GO:1901700']"
GO:CC,GO:0098636,protein complex involved in cell adhesion,5.14972791756695e-17,True,"""Any protein complex that is capable of carrying out some part of the process of cell adhesion to the cell matrix or to another cell."" [GOC:dos]",58,393,19,22155,0.04834605597964377,0.3275862068965517,query_1,['GO:0032991']
GO:BP,GO:0050672,negative regulation of lymphocyte proliferation,5.948858776623881e-17,True,"""Any process that stops, prevents or reduces the rate or extent of lymphocyte proliferation."" [GOC:ai]",89,389,23,20972,0.05912596401028278,0.25842696629213485,query_1,"['GO:0032945', 'GO:0046651', 'GO:0050670', 'GO:0051250']"
GO:CC,GO:0034774,secretory granule lumen,5.983307500465738e-17,True,"""The volume enclosed by the membrane of a secretory granule."" [GOC:rph]",324,393,37,22155,0.09414758269720101,0.11419753086419752,query_1,"['GO:0030141', 'GO:0060205']"
GO:MF,GO:0004896,cytokine receptor activity,7.493938239394367e-17,True,"""Combining with a cytokine and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity."" [GOC:add, GOC:mah]",103,386,24,20208,0.06217616580310881,0.23300970873786409,query_1,"['GO:0004888', 'GO:0140375']"
GO:BP,GO:0008285,negative regulation of cell population proliferation,7.698913084917464e-17,True,"""Any process that stops, prevents or reduces the rate or extent of cell proliferation."" [GOC:go_curators]",686,389,55,20972,0.14138817480719795,0.08017492711370262,query_1,"['GO:0008283', 'GO:0042127', 'GO:0048523']"
WP,WP:WP5115,Network map of SARS CoV 2 signaling,9.344212082678874e-17,True,Network map of SARS CoV 2 signaling,253,329,45,8899,0.13677811550151975,0.17786561264822134,query_1,['WP:000000']
KEGG,KEGG:05321,Inflammatory bowel disease,1.0212589052291164e-16,True,Inflammatory bowel disease,63,324,24,8716,0.07407407407407407,0.38095238095238093,query_1,['KEGG:00000']
GO:BP,GO:0032945,negative regulation of mononuclear cell proliferation,1.0338400739210745e-16,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of mononuclear cell proliferation."" [GOC:add]",91,389,23,20972,0.05912596401028278,0.25274725274725274,query_1,"['GO:0032943', 'GO:0032944', 'GO:0070664']"
